Title,Year,Rating,Votes,Synopsis,Runtime
892,2022,6.3,9400.0,A Marine war veteran faces mental and emotional challenges when he tries to reintegrate into civilian life.,1h 43m
Persuasion,2022,5.8,37000.0,"Eight years after Anne Elliot was persuaded not to marry a dashing man of humble origins, they meet again. Will she seize her second chance at true love?",1h 48m
The Adam Project,2022,6.7,243000.0,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",1h 46m
Ticket to Paradise,2022,6.1,77000.0,A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,1h 44m
Turning Red,2022,6.9,162000.0,"A thirteen-year-old girl named Mei Lee is torn between staying her mother's dutiful daughter and the changes of adolescence. And as if the challenges were not enough, whenever she gets overly excited Mei transforms into a giant red panda.",1h 40m
Borders of Love,2022,5.5,948.0,"Petr and Hana, who after years together share their unspoken erotic fantasies. What begins as an innocent conversation gradually turns into experimentation with a non-monogamous approach to their relationship.",1h 35m
Shattered,2022,5.0,6600.0,"A rich divorcee Chris falls in love with a mysterious woman Sky where Chris, ex-wife and his child eventually gets trapped and a desperate fight for survival will most likely ensue.",1h 32m
Pinocchio,2022,7.6,119000.0,"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.",1h 57m
Significant Other,2022,5.7,17000.0,Follows a young couple who take a remote backpacking trip through the Pacific Northwest and face sinister events leading them to realize that everything about the place is not as it seems.,1h 24m
The Contractor,2022,5.8,32000.0,"A discharged U.S. Army Special Operations Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.",1h 43m
The Stranger,2022,6.6,28000.0,"Two men who meet on a bus strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true.",1h 57m
Emily the Criminal,2022,6.7,63000.0,"Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",1h 37m
Mr. Malcolm's List,2022,6.0,6000.0,A young woman courts a mysterious wealthy suitor in 19th century England.,1h 57m
Blacklight,2022,4.8,26000.0,"Travis Block is a government operative coming to terms with his shadowy past. When he discovers a plot targeting U.S. citizens, Block finds himself in the crosshairs of the FBI director he once helped protect.",1h 44m
Luckiest Girl Alive,2022,6.4,58000.0,"A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel.",1h 53m
I Came By,2022,6.2,36000.0,Follows a young graffiti artist who discovers a shocking secret that would put him and the ones closest to him in danger.,1h 50m
Luck,2022,6.4,32000.0,The curtain is pulled back on the millennia-old battle between the organizations of good luck and bad luck that secretly affects everyday lives.,1h 45m
Kimi,2022,6.3,41000.0,An agoraphobic Seattle tech worker uncovers evidence of a crime.,1h 29m
The 355,2022,5.6,40000.0,"When a top-secret weapon falls into mercenary hands, a wild-card C.I.A. agent joins forces with three international agents on a mission to retrieve it, while staying a step ahead of a mysterious woman who's tracking their every move.",2h 2m
Orphan: First Kill,2022,5.9,50000.0,"After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family.",1h 39m
No Exit,2022,6.1,36000.0,"During a blizzard and stranded at an isolated highway rest stop in the mountains, a college student discovers a kidnapped child hidden in a car belonging to one of the people inside.",1h 35m
Good Boy,2022,5.7,4100.0,"Christian - a millionaire heir, meets Sigrid - a young student, on a dating app. They hit it off quickly, but there's only one problem: Christian lives with Frank, a man who dresses up and constantly acts like a dog.",1h 16m
Skinamarink,2022,4.7,18000.0,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",1h 40m
Holy Spider,2022,7.3,29000.0,"A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called ""Spider Killer"", who believes he is cleansing the streets of sinners.",1h 58m
Incantation,2022,6.2,24000.0,"Six years ago, Li Ronan was cursed after breaking a religious taboo. Now, she must protect her daughter from the consequences of her actions.",1h 50m
Thirteen Lives,2022,7.8,72000.0,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.,2h 27m
Suzume,2022,7.6,51000.0,A modern action adventure road story where a 17-year-old girl named Suzume helps a mysterious young man close doors from the other side that are releasing disasters all over in Japan.,2h 2m
Grand Jeté,2022,4.8,1100.0,"In order to concentrate on her career, a ballet teacher lives estranged from her young son, who grew up with her mother. When she meets him again after years, an affection develops that goes far beyond maternal love.",1h 45m
Memory,2022,5.7,39000.0,An assassin-for-hire finds that he's become a target after he refuses to complete a job for a dangerous criminal organization.,1h 54m
Pinocchio,2022,5.1,44000.0,"A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy.",1h 45m
I Wanna Dance with Somebody,2022,6.6,25000.0,"A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical super stardom.",2h 24m
Crimes of the Future,2022,5.8,44000.0,"Humans adapt to a synthetic environment, with new transformations and mutations. With his partner Caprice, Saul Tenser, celebrity performance artist, publicly showcases the metamorphosis of his organs in avant-garde performances.",1h 47m
Enola Holmes 2,2022,6.8,108000.0,"Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel.",2h 9m
Minions: The Rise of Gru,2022,6.5,96000.0,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,1h 27m
Hotel Transylvania: Transformania,2022,6.0,43000.0,"After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment.",1h 27m
On the Line,2022,5.4,16000.0,"A host takes a call, where an unknown person threatens to kill the showman's entire family on air. To save loved ones, the radio host will have to play a survival game and the only way to win is to find out the identity of the criminal.",1h 44m
Sex Appeal,2022,5.3,3600.0,"Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.",1h 30m
The Devil Conspiracy,2022,4.6,4200.0,A cult steals the Shroud of Turin for wicked purposes.,1h 51m
99 Moons,2022,4.8,2700.0,Bigna and Frank are two people of different thoughts. When their different worlds collide they become obsessively entwined in a passionate affair.,1h 50m
Three Thousand Years of Longing,2022,6.7,67000.0,"A lonely scholar, on a trip to Istanbul, discovers a Djinn who offers her three wishes in exchange for his freedom.",1h 48m
The Weekend Away,2022,5.7,33000.0,"A weekend getaway to Croatia goes awry after a woman is accused of killing her best friend. As she attempts to clear her name and uncover the truth, her efforts unearth a painful secret.",1h 29m
Hustle,2022,7.3,152000.0,A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,1h 57m
Hellraiser,2022,5.9,52000.0,"A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites.",2h 1m
Mrs. Harris Goes to Paris,2022,7.1,34000.0,"In 1950s London, a widowed cleaning lady falls madly in love with a couture Dior dress, deciding she must have one. She embarks on an adventure to Paris that will change not only her own outlook -- but the very future of the House of Dior.",1h 55m
The Unbearable Weight of Massive Talent,2022,7.0,166000.0,Moviestar Nick Cage is channeling his iconic characters as he's caught between a superfan and a CIA agent.,1h 47m
Glass Onion,2022,7.1,469000.0,"Tech billionaire Miles Bron invites his friends for a getaway on his private Greek island. When someone turns up dead, Detective Benoit Blanc is put on the case.",2h 19m
Smile,2022,6.5,208000.0,"After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.",1h 55m
Avatar: The Way of Water,2022,7.5,526000.0,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",3h 12m
Fall,2022,6.4,119000.0,"When a high-rise climb goes wrong, best friends Becky and Hunter find themselves stuck at the top of a 2,000-foot TV tower.",1h 47m
